publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
103891,80550J,0376-0421,1873-1724,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,Prog. Aeosp. Sci.,B,8,http://ees.elsevier.com/jpas/,FALSE,UNITED STATES OF AMERICA,1961,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103893,10680J,1000-3282,1000-3282,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,PROG BIOCHEM BIOPHYS,Prog. Biochem. Biophys.,M,12,,,CHINA MAINLAND,1974,"CHINESE ACAD SCIENCES, INST BIOPHYSICS","15 DATUN RD, CHAOYAND DISTRICT, BEIJING, PEOPLES R CHINA, 100101",ABQ21,http://www.pibb.ac.cn
103896,80577J,0079-6107,1873-1732,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,PROG BIOPHYS MOL BIO,Prog. Biophys. Mol. Biol.,M,9,http://ees.elsevier.com/pbmb/,FALSE,ENGLAND,1950,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
108693,00142S,0079-6123,1875-7855,PROGRESS IN BRAIN RESEARCH,PROG BRAIN RES,Prog. Brain Res.,B,7,,,NETHERLANDS,1963,ELSEVIER SCIENCE BV,"SARA BURGERHARTSTRAAT 25, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",JM985,http://www.elsevier.nl
103897,80586J,0033-0620,1873-1740,PROGRESS IN CARDIOVASCULAR DISEASES,PROG CARDIOVASC DIS,Prog. Cardiovasc. Dis.,B,6,http://www.onlinepcd.com/,FALSE,UNITED STATES OF AMERICA,1958,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",ZY601,http://www.elsevier.com
103898,13684J,1005-281X,1005-281X,PROGRESS IN CHEMISTRY,PROG CHEM,Prog. Chem.,M,12,,,CHINA MAINLAND,1989,CHINESE ACAD SCIENCES,"NO. 33 BEISIHUANXILU,  ZHONGGUANCUN, BEIJING, PEOPLES R CHINA, 100080",HG995,
103900,C1096J,1468-4349,1741-5233,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,PROG COMPUT FLUID DY,Prog. Comput. Fluid Dyn.,B,6,http://www.inderscience.com/ospeers/authorregister.php,FALSE,SWITZERLAND,2001,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, GENEVA, SWITZERLAND, CH-1215",LX525,https://www.inderscienceonline.com/
103901,01371J,0960-8974,,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,PROG CRYST GROWTH CH,Prog. Cryst. Growth Charact. Mater.,Q,4,,,ENGLAND,1978,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103903,D5121J,2197-4284,2197-4284,PROGRESS IN EARTH AND PLANETARY SCIENCE,PROG EARTH PLANET SC,Prog. Earth Planet. Sci.,C,1,http://www.editorialmanager.com/peps/default.aspx,TRUE,JAPAN,2014,SPRINGEROPEN,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",AEC55,http://www.springeropen.com
103906,C6441J,1559-8985,1559-8985,PROGRESS IN ELECTROMAGNETICS RESEARCH-PIER,PROG ELECTROMAGN RES,Prog. Electromagn. Res.,I,,,,UNITED STATES OF AMERICA,1989,EMW PUBLISHING,"PO BOX 425517, KENDALL SQUARE, CAMBRIDGE, USA, MA, 02142",ABL42,http://ceta.mit.edu/pier
103907,80464J,0360-1285,1873-216X,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,PROG ENERG COMBUST,Prog. Energy Combust. Sci.,B,6,http://ees.elsevier.com/pecs/,FALSE,ENGLAND,1975,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103909,04577J,0163-7827,1873-2194,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,Prog. Lipid Res.,Q,4,http://ees.elsevier.com/plr/,FALSE,ENGLAND,1978,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103910,80696J,0079-6425,1873-2208,PROGRESS IN MATERIALS SCIENCE,PROG MATER SCI,Prog. Mater. Sci.,B,8,http://www.elsevier.com/journals/progress-in-materials-science/0079-6425/guide-for-authors,FALSE,ENGLAND,1961,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
108682,12913S,1877-1173,1878-0814,PROGRESS IN MOLECULAR BIOLOGY AND TRANSLATIONAL SCIENCE,PROG MOL BIOL TRANSL,Prog. Molec. Biol. Transl. Sci.,B,8,,,UNITED STATES OF AMERICA,1963,ELSEVIER ACADEMIC PRESS INC,"525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495",AH001,http://www.books.elsevier.com
103911,11701J,1002-0071,1745-5391,PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,PROG NAT SCI-MATER,Prog. Nat. Sci.,B,6,http://ees.elsevier.com/pnsmi/,TRUE,CHINA MAINLAND,1991,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
103913,80782J,0301-0082,1873-5118,PROGRESS IN NEUROBIOLOGY,PROG NEUROBIOL,Prog. Neurobiol.,M,12,https://www.evise.com/profile/#/PNP/login,FALSE,ENGLAND,1973,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103912,03858J,0278-5846,1878-4216,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,PROG NEURO-PSYCHOPH,Prog. Neuro-Psychopharmacol. Biol. Psychiatry,B,8,http://ees.elsevier.com/pnp,FALSE,ENGLAND,1982,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103915,13256J,0149-1970,,PROGRESS IN NUCLEAR ENERGY,PROG NUCL ENERG,Prog. Nucl. Energy,B,8,http://ees.elsevier.com/pnucene/,FALSE,ENGLAND,1956,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103916,80788J,0079-6565,1873-3301,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,Prog. Nucl. Magn. Reson. Spectrosc.,B,6,,,ENGLAND,1966,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103917,C7716J,1129-8723,,PROGRESS IN NUTRITION,PROG NUTR,Prog. Nutr.,Q,4,http://www.mattioli1885.com/onlinejournals/index.php/index/login,FALSE,ITALY,1999,MATTIOLI 1885,"VIA DELLA LODESANA 649-SX, FIDENZA, ITALY, 43046 PR",ABT01,
103918,04165J,0079-6611,,PROGRESS IN OCEANOGRAPHY,PROG OCEANOGR,Prog. Oceanogr.,M,12,http://ees.elsevier.com/prooce,FALSE,ENGLAND,1963,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
108726,01326S,0079-6638,,PROGRESS IN OPTICS,PROG OPTICS,Prog. Opt.,A,1,,,NETHERLANDS,1961,ELSEVIER SCIENCE BV,"SARA BURGERHARTSTRAAT 25, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",JM985,http://www.elsevier.nl
103919,80806J,0300-9440,,PROGRESS IN ORGANIC COATINGS,PROG ORG COAT,Prog. Org. Coat.,M,12,http://ees.elsevier.com/poc/,FALSE,SWITZERLAND,1971,ELSEVIER SCIENCE SA,"PO BOX 564, LAUSANNE, SWITZERLAND, 1001",JN251,http://www.elsevier.nl
103920,D2948J,2196-1042,2196-1042,PROGRESS IN ORTHODONTICS,PROG ORTHOD,Prog. Orthod.,C,1,https://www.editorialmanager.com/pior/default.aspx,TRUE,GERMANY,2003,SPRINGEROPEN,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",AEC55,http://www.springeropen.com
103922,07283J,0146-6410,1873-2224,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,Prog. Part. Nucl. Phys.,B,6,http://www.elsevier.com/journals/progress-in-particle-and-nuclear-physics/0146-6410/guide-for-authors,FALSE,ENGLAND,1950,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
103924,11298J,1062-7995,1099-159X,PROGRESS IN PHOTOVOLTAICS,PROG PHOTOVOLTAICS,Prog. Photovoltaics,M,12,http://ees.elsevier.com/jpqe/,FALSE,ENGLAND,1993,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
103925,03563J,0309-1333,1477-0296,PROGRESS IN PHYSICAL GEOGRAPHY-EARTH AND ENVIRONMENT,PROG PHYS GEOG,Prog. Phys. Geogr.,B,6,http://mc.manuscriptcentral.com/pipg,FALSE,ENGLAND,1977,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
103928,04305J,0079-6700,1873-1619,PROGRESS IN POLYMER SCIENCE,PROG POLYM SCI,Prog. Polym. Sci.,M,12,http://www.elsevier.com/journals/progress-in-polymer-science/0079-6700/guide-for-authors,FALSE,UNITED STATES OF AMERICA,1967,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103929,80789J,0079-6727,,PROGRESS IN QUANTUM ELECTRONICS,PROG QUANT ELECTRON,Prog. Quantum Electron.,B,6,,,ENGLAND,1969,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103930,10326J,1468-6783,1471-406X,PROGRESS IN REACTION KINETICS AND MECHANISM,PROG REACT KINET MEC,Prog. React. Kinet. Mech.,Q,4,http://www.sciencereviews2000.co.uk/member_area/register.php,FALSE,ENGLAND,1961,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
103931,10703J,1350-9462,1873-1635,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,Prog. Retin. Eye Res.,B,6,http://ees.elsevier.com/jprr/preRegistration.asp,FALSE,ENGLAND,1994,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103932,D0015J,1477-7606,1478-2413,PROGRESS IN RUBBER PLASTICS AND RECYCLING TECHNOLOGY,PROG RUBBER PLAST RE,Prog. Rubber Plast. Recycl. Technol.,Q,4,http://www.polymerjournals.com/InstructionsForAuthors.asp,FALSE,ENGLAND,2002,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
103933,80792J,0079-6786,,PROGRESS IN SOLID STATE CHEMISTRY,PROG SOLID STATE CH,Prog. Solid State Chem.,Q,4,,,ENGLAND,1964,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103935,80811J,0079-6816,,PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,Prog. Surf. Sci.,Q,4,,,UNITED STATES OF AMERICA,1971,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
103936,C8684J,1526-9248,2164-6708,PROGRESS IN TRANSPLANTATION,PROG TRANSPLANT,Prog. Transplant.,Q,4,http://www.editorialmanager.com/pt/,FALSE,UNITED STATES OF AMERICA,1991,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",WH001,http://www.sagepub.co.uk
108813,16687S,0079-6263,2296-1887,PROGRESS IN TUMOR RESEARCH,PROG TUMOR RES,Prog. Tumor Res.,I,,,,SWITZERLAND,2013,KARGER,"POSTFACH, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch e-mail: karger@karger.ch
103937,D1861J,2050-3911,2050-3911,PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS,PROG THEOR EXP PHYS,Prog. Theor. Exp. Phys.,M,12,https://publication.jps.jp/cgi-bin/ptep/submission/submission.cgi,TRUE,ENGLAND,2012,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",TT126,http://www.oxfordjournals.org
103943,C7229J,0353-5320,1848-4069,PROMET-TRAFFIC & TRANSPORTATION,PROMET-ZAGREB,Promet,B,6,http://www.fpz.unizg.hr/traffic/index.php/index/login,TRUE,CROATIA,1989,"SVENCILISTE U ZAGREBU, FAKULTET PROMETNIH ZNANOSTI","VUKELICEVA 4, ZAGREB, CROATIA, 10000",ABQ16,
103946,C6158J,1311-9109,,PROPAGATION OF ORNAMENTAL PLANTS,PROPAG ORNAM PLANTS,Propag. Ornam. Plants,Q,4,,,BULGARIA,2001,SEJANI PUBL,"ET SEJANI-ALLA AJANOVA, SOFIA, BULGARIA, 00000",ABJ84,http://www.journal-pop.org
103947,11142J,0721-3115,1521-4087,PROPELLANTS EXPLOSIVES PYROTECHNICS,PROPELL EXPLOS PYROT,Propellants Explos. Pyrotech.,M,12,http://mc.manuscriptcentral.com/prep,FALSE,GERMANY,1976,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",ZY080,http://www.wiley-vch.de
103956,07406J,0952-3278,1532-2823,PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,PROSTAG LEUKOTR ESS,Prostaglandins Leukot. Essent. Fatty Acids,M,12,http://ees.elsevier.com/plefa/,FALSE,SCOTLAND,1988,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
103955,80900J,1098-8823,2212-196X,PROSTAGLANDINS & OTHER LIPID MEDIATORS,PROSTAG OTH LIPID M,Prostaglandins Other Lipid Mediat.,B,6,http://ees.elsevier.com/pro/,FALSE,UNITED STATES OF AMERICA,1972,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
103957,03690J,0270-4137,1097-0045,PROSTATE,PROSTATE,Prostate,S,16,http://mc.manuscriptcentral.com/prostate,FALSE,UNITED STATES OF AMERICA,1980,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
103959,12418J,1365-7852,1476-5608,PROSTATE CANCER AND PROSTATIC DISEASES,PROSTATE CANCER P D,Prostate Cancer Prostatic Dis.,Q,4,http://mts-pcan.nature.com/cgi-bin/main.plex,FALSE,ENGLAND,1997,NATURE PUBLISHING GROUP,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",SL810,http://www.nature.com
103961,01212J,0309-3646,1746-1553,PROSTHETICS AND ORTHOTICS INTERNATIONAL,PROSTHET ORTHOT INT,Prosthet. Orthot. Int.,B,6,http://mc.manuscriptcentral.com/tpoi,FALSE,ENGLAND,1977,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
103963,C9368J,2070-2051,2070-206X,PROTECTION OF METALS AND PHYSICAL CHEMISTRY OF SURFACES,PROT MET PHYS CHEM+,Prot. Met. Phys. Chem. Surf.,B,7,http://www.springerlink.com/content/2070-2051/,FALSE,RUSSIAN FEDERATION,1964,MAIK NAUKA/INTERPERIODICA/SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013-1578",PT700,http://www.maik.rssi.ru
103965,11222J,0929-8665,1875-5305,PROTEIN AND PEPTIDE LETTERS,PROTEIN PEPTIDE LETT,Protein Pept. Lett.,M,12,http://bsp-cms.eurekaselect.com/index.php/PPL/login?source=%2Findex.php%2FPPL,FALSE,UNITED ARAB EMIRATES,1994,BENTHAM SCIENCE PUBL LTD,"EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR",FF475,http://www.eurekaselect.com/
103964,D1422J,1674-800X,1674-8018,PROTEIN & CELL,PROTEIN CELL,Protein Cell,M,12,http://mc.manuscriptcentral.com/protein-cell,TRUE,CHINA MAINLAND,2010,SPRINGEROPEN,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",AEC55,http://www.springeropen.com
103966,14264J,1741-0126,1741-0134,PROTEIN ENGINEERING DESIGN & SELECTION,PROTEIN ENG DES SEL,Protein Eng. Des. Sel.,M,12,http://mc.manuscriptcentral.com/oup/peds,FALSE,ENGLAND,1986,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
103967,09822J,1046-5928,1096-0279,PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,Protein Expr. Purif.,M,12,http://ees.elsevier.com/prep,FALSE,UNITED STATES OF AMERICA,1990,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",AH001,http://www.apnet.com
103968,C1048J,1572-3887,1573-4943,PROTEIN JOURNAL,PROTEIN J,Protein J.,B,6,https://www.editorialmanager.com/jopc/,FALSE,UNITED STATES OF AMERICA,2004,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
103969,09853J,0961-8368,1469-896X,PROTEIN SCIENCE,PROTEIN SCI,Protein Sci.,M,12,http://mc.manuscriptcentral.com/proteinscience,FALSE,UNITED STATES OF AMERICA,1992,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
103970,07390J,0887-3585,1097-0134,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,PROTEINS,Proteins,M,12,http://mc.manuscriptcentral.com/prot,FALSE,UNITED STATES OF AMERICA,1986,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
103971,C7075J,1477-5956,1477-5956,PROTEOME SCIENCE,PROTEOME SCI,Proteome Sci.,I,,http://www.proteomesci.com/manuscript,TRUE,ENGLAND,2003,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",FI745,https://www.biomedcentral.com/
103973,13608J,1615-9853,1615-9861,PROTEOMICS,PROTEOMICS,Proteomics,S,24,http://mc.manuscriptcentral.com/proteomics,FALSE,GERMANY,2001,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
103974,C7076J,1862-8346,1862-8354,PROTEOMICS CLINICAL APPLICATIONS,PROTEOM CLIN APPL,Proteom. Clin. Appl.,B,6,http://mc.manuscriptcentral.com/clinical,FALSE,GERMANY,2007,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",ZY080,http://www.wiley-vch.de
103977,12285J,1434-4610,1618-0941,PROTIST,PROTIST,Protist,B,6,http://ees.elsevier.com/protis/,FALSE,GERMANY,1998,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",ZX450,http://www.elsevier.com
103979,80916J,0033-183X,1615-6102,PROTOPLASMA,PROTOPLASMA,Protoplasma,B,6,https://www.editorialmanager.com/prot/,FALSE,AUSTRIA,1926,SPRINGER WIEN,"SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",YK511,http://www.springer.at
103988,80960J,0033-2496,0033-2496,PRZEMYSL CHEMICZNY,PRZEM CHEM,Przem. Chem.,M,12,,,POLAND,1917,WYDAWNICTWO SIGMA-N O T SP Z O O,"UL RATUSZOWA 11, PO BOX 1004, WARSAW, POLAND, 00-950",ZZ576,http://www.sigma-not.pl
104013,C7301J,0353-5053,,PSYCHIATRIA DANUBINA,PSYCHIAT DANUB,Psychiatr. Danub.,I,4,http://journal.sdewes.org/psych-dan,FALSE,CROATIA,1989,MEDICINSKA NAKLADA,"VLASKA 69, ZAGREB, CROATIA, HR-10000",QJ528,http://www.medicinskanaklada.hr
104015,C8003J,0033-2674,2391-5854,PSYCHIATRIA POLSKA,PSYCHIATR POL,Psychiatr. Pol.,B,6,https://www.editorialsystem.com/PP,FALSE,POLAND,1967,WYDAWNICZY POLSKIEGO TOWARZYSTWA,"LENARTOWICZA 14 STRREET,, CRACOW, POLAND, 31-138",ABU53,
104019,09902J,0955-8829,1473-5873,PSYCHIATRIC GENETICS,PSYCHIAT GENET,Psychiatr. Genet.,B,6,http://www.editorialmanager.com/pg/,FALSE,UNITED STATES OF AMERICA,1990,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
104022,11212J,1075-2730,1557-9700,PSYCHIATRIC SERVICES,PSYCHIAT SERV,Psychiatr. Serv.,M,12,http://mc.manuscriptcentral.com/appi-ps,FALSE,UNITED STATES OF AMERICA,1995,"AMER PSYCHIATRIC PUBLISHING, INC","800 MAINE AVE SW, SUITE 900, WASHINGTON, USA, DC, 20024",CW501,https://www.psychiatry.org/
104023,04411J,0079-726X,2102-5320,PSYCHIATRIE DE L ENFANT,PSYCHIAT ENFANT,Psychiatr. Enfant,H,2,,,FRANCE,1958,PRESSES UNIV FRANCE,"6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685",UU935,http://www.puf.com
104025,11463J,1323-1316,1440-1819,PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIAT CLIN NEUROS,Psychiatry Clin. Neurosci.,M,12,http://mc.manuscriptcentral.com/pcn,FALSE,JAPAN,1995,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104026,D9027J,2475-0573,2475-0581,PSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGY,PSYCHIAT CLIN PSYCH,Psychiatry Clin. Psychopharmacol.,Q,4,,TRUE,TURKEY,2017,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
104031,81092J,0033-2747,1943-281X,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,PSYCHIATRY,Psychiatry-Interpers. Biol. Process.,Q,4,http://www.guilford.com/periodicals/jnpsinst.pdf,FALSE,UNITED STATES OF AMERICA,1938,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",VQ835,http://www.tandfonline.com
104027,C9264J,1738-3684,1976-3026,PSYCHIATRY INVESTIGATION,PSYCHIAT INVEST,Psychiatry Investig.,M,12,http://www.pisubmission.org/,FALSE,SOUTH KOREA,2004,KOREAN NEUROPSYCHIATRIC ASSOC,"RN 522, G-FIVE CENTRAL PLAZA 1685-8 SEOCHO 4-DONG, SEOCHO-GU, SEOUL, SOUTH KOREA, 137-882",ACA42,http://www.psychiatryinvestigation.org
104029,01922J,0165-1781,1872-7123,PSYCHIATRY RESEARCH,PSYCHIAT RES,Psychiatry Res.,M,12,http://ees.elsevier.com/psy/,FALSE,NETHERLANDS,1988,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",JN201,http://www.elsevier.nl
104030,09309J,0925-4927,1872-7506,PSYCHIATRY RESEARCH-NEUROIMAGING,PSYCHIAT RES-NEUROIM,Psychiatry Res. Neuroimaging,M,12,http://ees.elsevier.com/psyn/,FALSE,NETHERLANDS,1990,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",JN201,http://www.elsevier.nl
104045,C7305J,1346-3500,1479-8301,PSYCHOGERIATRICS,PSYCHOGERIATRICS,Psychogeriatrics,Q,4,http://mc.manuscriptcentral.com/psy,FALSE,JAPAN,2001,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104051,81180J,0033-2909,1939-1455,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,Psychol. Bull.,M,12,http://www.editorialmanager.com/bul/,FALSE,UNITED STATES OF AMERICA,1904,AMER PSYCHOLOGICAL ASSOC,"750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242",CX001,http://www.apa.org
104054,81308J,0033-2917,1469-8978,PSYCHOLOGICAL MEDICINE,PSYCHOL MED,Psychol. Med.,S,16,http://www.editorialmanager.com/psm/,FALSE,UNITED STATES OF AMERICA,1970,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",GL001,http://www.cambridge.org
104060,81488J,0033-295X,1939-1471,PSYCHOLOGICAL REVIEW,PSYCHOL REV,Psychol. Rev.,B,6,http://www.jbo.com/jbo3/submissions/dsp_jbo.cfm?confirm=Y&journal_code=rev2,FALSE,UNITED STATES OF AMERICA,1894,AMER PSYCHOLOGICAL ASSOC,"750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242",CX001,http://www.apa.org
104077,13810J,1476-0835,2044-8341,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,PSYCHOL PSYCHOTHER-T,Psychol. Psychother.-Theory Res. Pract.,Q,4,http://www.editorialmanager.com/paptrap/,FALSE,ENGLAND,2002,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
