Journal title,search title,search id,search hash,matched,suggestions
Applied Psychology Measurement,,,,0.0,"{""suggestions"": []}"
Career Development International,Career Development International,jour.1139094,9105fe565d328326fcc3e96e81eb2a30de785d42,1.0,"{""suggestions"": [{""value"": ""Career Development International"", ""data"": {""id"": ""jour.1139094"", ""title"": ""Career Development International"", ""hash"": ""9105fe565d328326fcc3e96e81eb2a30de785d42""}}]}"
Disability and Rehabilitation,Disability and Rehabilitation,jour.1090622,dbf21947a504348b8953d693b832e4689ab25fcf,1.0,"{""suggestions"": [{""value"": ""Disability and Rehabilitation"", ""data"": {""id"": ""jour.1090622"", ""title"": ""Disability and Rehabilitation"", ""hash"": ""dbf21947a504348b8953d693b832e4689ab25fcf""}}, {""value"": ""Disability and Rehabilitation Assistive Technology"", ""data"": {""id"": ""jour.1035823"", ""title"": ""Disability and Rehabilitation Assistive Technology"", ""hash"": ""f71daa277a8ff01f602a53278825a9041a07bb8a""}}, {""value"": ""Journal of Disability Management and Rehabilitation"", ""data"": {""id"": ""jour.1337065"", ""title"": ""Journal of Disability Management and Rehabilitation"", ""hash"": ""3d29cb58227dd250d88e9183bc3a0beb202a11a9""}}, {""value"": ""Edorium Journal of Disability and Rehabilitation"", ""data"": {""id"": ""jour.1284429"", ""title"": ""Edorium Journal of Disability and Rehabilitation"", ""hash"": ""054debcc40d17ad5f7ec39d48b97f38e3df8cae7""}}]}"
"Group Dynamics: Theory, Research and Practice",,,,0.0,"{""suggestions"": []}"
International Archives of Occupational and Environmental Health,International Archives of Occupational and Environmental Health,jour.1013819,ef243fd31911af570a86be1b263165b8ce3a2293,1.0,"{""suggestions"": [{""value"": ""International Archives of Occupational and Environmental Health"", ""data"": {""id"": ""jour.1013819"", ""title"": ""International Archives of Occupational and Environmental Health"", ""hash"": ""ef243fd31911af570a86be1b263165b8ce3a2293""}}, {""value"": ""International Archives of Occupational and Environmental Health Supplement"", ""data"": {""id"": ""jour.1341014"", ""title"": ""International Archives of Occupational and Environmental Health Supplement"", ""hash"": ""f31bf890ae593c90ee8b1fb41c04c6961e3f6b0b""}}]}"
International Journal of Stress Management,International Journal of Stress Management,jour.1105667,7712e32c5f24ae694f19361053045b5f58d44282,1.0,"{""suggestions"": [{""value"": ""International Journal of Stress Management"", ""data"": {""id"": ""jour.1105667"", ""title"": ""International Journal of Stress Management"", ""hash"": ""7712e32c5f24ae694f19361053045b5f58d44282""}}, {""value"": ""International Journal of Bio-resource and Stress Management"", ""data"": {""id"": ""jour.1146556"", ""title"": ""International Journal of Bio-resource and Stress Management"", ""hash"": ""92a83c44bffa2ad785d774ab3f479e2407d13171""}}]}"
Journal of Applied Behaviour Science,,,,0.0,"{""suggestions"": []}"
Journal of Applied Social Psychology,Journal of Applied Social Psychology,jour.1015197,42b20b0f30fa70c509e01b86d7dd1999487c13fe,1.0,"{""suggestions"": [{""value"": ""Journal of Applied Social Psychology"", ""data"": {""id"": ""jour.1015197"", ""title"": ""Journal of Applied Social Psychology"", ""hash"": ""42b20b0f30fa70c509e01b86d7dd1999487c13fe""}}, {""value"": ""Journal of Community & Applied Social Psychology"", ""data"": {""id"": ""jour.1101684"", ""title"": ""Journal of Community & Applied Social Psychology"", ""hash"": ""c3a4d070f05aba34a3fed0268dc94ddb332e3fb2""}}]}"
Journal of Business and Psychology,Journal of Business and Psychology,jour.1097495,ee371b155516d086936e91235ac6b03ad5c2de06,1.0,"{""suggestions"": [{""value"": ""Journal of Business and Psychology"", ""data"": {""id"": ""jour.1097495"", ""title"": ""Journal of Business and Psychology"", ""hash"": ""ee371b155516d086936e91235ac6b03ad5c2de06""}}]}"
Journal of Career Assessment,Journal of Career Assessment,jour.1048933,ad365e281faf9ec35bb209234c2575a9275046ce,1.0,"{""suggestions"": [{""value"": ""Journal of Career Assessment"", ""data"": {""id"": ""jour.1048933"", ""title"": ""Journal of Career Assessment"", ""hash"": ""ad365e281faf9ec35bb209234c2575a9275046ce""}}]}"
Journal of Occupational and Environmental Medicine,Journal of Occupational and Environmental Medicine,jour.1081863,082a7bd38a950789217be9967b2408023001cb7c,1.0,"{""suggestions"": [{""value"": ""Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1081863"", ""title"": ""Journal of Occupational and Environmental Medicine"", ""hash"": ""082a7bd38a950789217be9967b2408023001cb7c""}}, {""value"": ""International Journal of Occupational Medicine and Environmental Health"", ""data"": {""id"": ""jour.1100654"", ""title"": ""International Journal of Occupational Medicine and Environmental Health"", ""hash"": ""91788b69841c3c8fcaab8d353cd1f4091482ed79""}}, {""value"": ""Indian Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1119355"", ""title"": ""Indian Journal of Occupational and Environmental Medicine"", ""hash"": ""3c0c982ccf15a1c3e16137a1f48286b81179d393""}}, {""value"": ""The International Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1043810"", ""title"": ""The International Journal of Occupational and Environmental Medicine"", ""hash"": ""7f20209258648572868044ca6b060fb32738ae7d""}}]}"
Journal of Occupational Rehabilitation,Journal of Occupational Rehabilitation,jour.1102025,4d95e155b6a78282a7a4ed2c2f0dd6e07cef2e4a,1.0,"{""suggestions"": [{""value"": ""Journal of Occupational Rehabilitation"", ""data"": {""id"": ""jour.1102025"", ""title"": ""Journal of Occupational Rehabilitation"", ""hash"": ""4d95e155b6a78282a7a4ed2c2f0dd6e07cef2e4a""}}]}"
Journal of Personnel Psychology,Journal of Personnel Psychology,jour.1145594,6b17d519ca7affc76de06dfe8d3011660e038ea6,1.0,"{""suggestions"": [{""value"": ""Journal of Personnel Psychology"", ""data"": {""id"": ""jour.1145594"", ""title"": ""Journal of Personnel Psychology"", ""hash"": ""6b17d519ca7affc76de06dfe8d3011660e038ea6""}}]}"
Journal of Rehabilitation Research and Development,Journal of Rehabilitation Research and Development,jour.1017087,d8d3f1dcbdb1861a0c77b5c175ad08c7452c7187,1.0,"{""suggestions"": [{""value"": ""The Journal of Rehabilitation Research and Development"", ""data"": {""id"": ""jour.1094863"", ""title"": ""The Journal of Rehabilitation Research and Development"", ""hash"": ""2216b7b57dc7c3a033ff28e2bdac97fb9c9a882b""}}, {""value"": ""Journal of Rehabilitation Research and Development"", ""data"": {""id"": ""jour.1017087"", ""title"": ""Journal of Rehabilitation Research and Development"", ""hash"": ""d8d3f1dcbdb1861a0c77b5c175ad08c7452c7187""}}]}"
Journal of Safety Research,Journal of Safety Research,jour.1054669,11df1ca9df49ead5e206110e5ea51f4f0339caba,1.0,"{""suggestions"": [{""value"": ""Journal of Safety Research"", ""data"": {""id"": ""jour.1054669"", ""title"": ""Journal of Safety Research"", ""hash"": ""11df1ca9df49ead5e206110e5ea51f4f0339caba""}}]}"
Organizational Psychology Review,Organizational Psychology Review,jour.1147875,d11ec6780e74fba03e20a425f4ff2741bd8724eb,1.0,"{""suggestions"": [{""value"": ""Organizational Psychology Review"", ""data"": {""id"": ""jour.1147875"", ""title"": ""Organizational Psychology Review"", ""hash"": ""d11ec6780e74fba03e20a425f4ff2741bd8724eb""}}, {""value"": ""Annual Review of Organizational Psychology and Organizational Behavior"", ""data"": {""id"": ""jour.1052295"", ""title"": ""Annual Review of Organizational Psychology and Organizational Behavior"", ""hash"": ""bfd2ea5851d91b28b83666838a0a1234efbe550b""}}]}"
Research in occupational stress and well-being,Research in Occupational Stress and Well-being,jour.1296362,967ef1a6c025ced7cabf7725ae91d7043d72973b,1.0,"{""suggestions"": [{""value"": ""Research in Occupational Stress and Well-being"", ""data"": {""id"": ""jour.1296362"", ""title"": ""Research in Occupational Stress and Well-being"", ""hash"": ""967ef1a6c025ced7cabf7725ae91d7043d72973b""}}]}"
Small Group Research,Small Group Research,jour.1284581,64f5d6788a9acf9f5b9df135060090c77e59f64c,1.0,"{""suggestions"": [{""value"": ""Small Group Research"", ""data"": {""id"": ""jour.1284581"", ""title"": ""Small Group Research"", ""hash"": ""64f5d6788a9acf9f5b9df135060090c77e59f64c""}}]}"
Basic and Applied Social Psychology,Basic and Applied Social Psychology,jour.1108454,9176ccda57c4e43bc251256bc70c44e8a5d4da7c,1.0,"{""suggestions"": [{""value"": ""Basic and Applied Social Psychology"", ""data"": {""id"": ""jour.1108454"", ""title"": ""Basic and Applied Social Psychology"", ""hash"": ""9176ccda57c4e43bc251256bc70c44e8a5d4da7c""}}]}"
Cognition Technology and Work,,,,0.0,"{""suggestions"": []}"
"Community, Work and Family",,,,0.0,"{""suggestions"": []}"
European Review of Applied Psychology-Revue Europeenne de Psychologie Appliquee,,,,0.0,"{""suggestions"": []}"
European Work and Organizational Psychology in practice,,,,0.0,"{""suggestions"": []}"
Gedrag and Organisatie,,,,0.0,"{""suggestions"": []}"
Human Factors and Ergonomics in Manufacturing and Services Industries,,,,0.0,"{""suggestions"": []}"
Industrial and Organizational Psychology-Perspectives on Science and Practice,Industrial and Organizational Psychology,jour.1045852,b20fabe9e3cfbb0f0629bdf1e9d211fe12a278c3,4.0,"{""suggestions"": [{""value"": ""Industrial and Organizational Psychology"", ""data"": {""id"": ""jour.1045852"", ""title"": ""Industrial and Organizational Psychology"", ""hash"": ""b20fabe9e3cfbb0f0629bdf1e9d211fe12a278c3""}}, {""value"": ""The Korean Journal of Industrial and Organizational Psychology"", ""data"": {""id"": ""jour.1290764"", ""title"": ""The Korean Journal of Industrial and Organizational Psychology"", ""hash"": ""2c4f5e51e0d795945cc19745d2f85913612976a7""}}, {""value"": ""Industrial and Organizational Psychology: Theory, Research, and Practice"", ""data"": {""id"": ""jour.1343995"", ""title"": ""Industrial and Organizational Psychology: Theory, Research, and Practice"", ""hash"": ""830c43737d0a1ad92a73b8a6a7c0cd460d79969c""}}]}"
International Journal for Educational and Vocational Change,,,,0.0,"{""suggestions"": []}"
International Journal of Aviation Psychology,,,,0.0,"{""suggestions"": []}"
International Journal of Industrial Ergonomics,International Journal of Industrial Ergonomics,jour.1096937,3f14e76c1d7014a8575f1bcc6a07b58f630761a1,1.0,"{""suggestions"": [{""value"": ""International Journal of Industrial Ergonomics"", ""data"": {""id"": ""jour.1096937"", ""title"": ""International Journal of Industrial Ergonomics"", ""hash"": ""3f14e76c1d7014a8575f1bcc6a07b58f630761a1""}}]}"
International Journal of Occupational and Environmental Health,International Journal of Occupational and Environmental Health,jour.1113953,3db0c645e318eb526f96f3422582d84ba84a49fc,1.0,"{""suggestions"": [{""value"": ""International Journal of Occupational and Environmental Health"", ""data"": {""id"": ""jour.1113953"", ""title"": ""International Journal of Occupational and Environmental Health"", ""hash"": ""3db0c645e318eb526f96f3422582d84ba84a49fc""}}, {""value"": ""International Journal of Occupational Medicine and Environmental Health"", ""data"": {""id"": ""jour.1100654"", ""title"": ""International Journal of Occupational Medicine and Environmental Health"", ""hash"": ""91788b69841c3c8fcaab8d353cd1f4091482ed79""}}]}"
International Journal of Occupational Safety and Ergonomics,International Journal of Occupational Safety and Ergonomics,jour.1114143,a50e844b9c9acd0f57f9303abb153441d39e929a,1.0,"{""suggestions"": [{""value"": ""International Journal of Occupational Safety and Ergonomics"", ""data"": {""id"": ""jour.1114143"", ""title"": ""International Journal of Occupational Safety and Ergonomics"", ""hash"": ""a50e844b9c9acd0f57f9303abb153441d39e929a""}}]}"
International Negotiation: A Journal of Theory and Practice,,,,0.0,"{""suggestions"": []}"
Journal of Career Development,Journal of Career Development,jour.1042703,38a3e78b23d120418c98634baf93f1a5db30e0cc,1.0,"{""suggestions"": [{""value"": ""Journal of Career Development"", ""data"": {""id"": ""jour.1042703"", ""title"": ""Journal of Career Development"", ""hash"": ""38a3e78b23d120418c98634baf93f1a5db30e0cc""}}, {""value"": ""Australian Journal of Career Development"", ""data"": {""id"": ""jour.1139641"", ""title"": ""Australian Journal of Career Development"", ""hash"": ""96db5ae8043770fcb597135dddea6fa255bacfc7""}}]}"
Journal of Employment Counseling,Journal of Employment Counseling,jour.1032383,ea956f0504bfaadd521ed2df3c0b22fd1ec0fe61,1.0,"{""suggestions"": [{""value"": ""Journal of Employment Counseling"", ""data"": {""id"": ""jour.1032383"", ""title"": ""Journal of Employment Counseling"", ""hash"": ""ea956f0504bfaadd521ed2df3c0b22fd1ec0fe61""}}]}"
