eid,views,citations
2-s2.0-84992365098,1588,11
2-s2.0-84969531822,1160,6
2-s2.0-84992337693,4100,10
2-s2.0-84971673805,6110,27
2-s2.0-84977653902,3722,24
2-s2.0-84992343800,2258,30
2-s2.0-84969685655,2218,5
2-s2.0-84977649857,3055,10
2-s2.0-84964577628,4971,35
2-s2.0-84995906297,211,0
2-s2.0-84961125893,1609,6
2-s2.0-84961918587,1009,4
2-s2.0-84930715726,1487,12
2-s2.0-84927546648,370,0
2-s2.0-84962238206,2122,4
2-s2.0-84962271723,1144,4
2-s2.0-84955463181,1493,12
2-s2.0-84957707726,1139,10
2-s2.0-84957842609,947,1
2-s2.0-84957846012,3217,28
2-s2.0-84957839682,2570,16
2-s2.0-84951573684,2527,9
2-s2.0-84949782284,656,6
2-s2.0-84949747712,240,0
2-s2.0-84942297158,1113,1
2-s2.0-84942293580,2068,18
2-s2.0-84942296275,2266,9
2-s2.0-84942294734,3933,4
2-s2.0-84941419187,2011,12
2-s2.0-84941419994,1761,2
2-s2.0-84941420476,877,3
2-s2.0-84941413916,587,0
2-s2.0-84962175407,13899,5
2-s2.0-84962150404,4519,9
2-s2.0-84961797142,1937,1
2-s2.0-84957894967,2054,6
2-s2.0-84962081602,1015,1
2-s2.0-84963517763,7633,15
2-s2.0-84959902960,14000,33
2-s2.0-84955310247,3394,7
2-s2.0-84963748428,3646,9
2-s2.0-84956522595,2333,7
2-s2.0-85032070034,5443,33
2-s2.0-84959867032,6782,63
2-s2.0-84951335909,1159,1
2-s2.0-84951760344,2836,30
2-s2.0-84952838344,5253,22
2-s2.0-84951304370,1063,4
2-s2.0-84959127446,3026,11
2-s2.0-84959299919,1461,7
2-s2.0-84950279558,1217,4
2-s2.0-84950335476,3926,8
2-s2.0-84961875125,3607,22
2-s2.0-84961933615,2883,13
2-s2.0-84961923989,2172,3
2-s2.0-84961880657,3337,2
2-s2.0-84952057952,5246,20
2-s2.0-84951775542,1068,3
2-s2.0-84959140435,2992,16
2-s2.0-84959169639,1746,5
2-s2.0-84959076962,3771,16
2-s2.0-84959136944,20587,52
2-s2.0-84959099422,5580,23
2-s2.0-84959084989,3831,10
2-s2.0-84959091440,1144,1
2-s2.0-84959568451,1754,10
2-s2.0-84959494382,3804,33
2-s2.0-84959564487,5951,23
2-s2.0-84959308729,4616,14
2-s2.0-84959282327,1677,3
2-s2.0-84959311038,3542,34
2-s2.0-84955121120,1019,0
2-s2.0-84955186074,1337,4
2-s2.0-84955186481,5362,9
2-s2.0-84930732637,10248,74
2-s2.0-84949317815,2546,9
2-s2.0-84940112147,3852,1
2-s2.0-84930420822,2024,1
2-s2.0-84939818430,1740,6
2-s2.0-84938151686,2651,14
2-s2.0-84939513793,2726,11
2-s2.0-84947028553,2018,3
2-s2.0-84947047977,1863,11
2-s2.0-84947042648,1652,4
2-s2.0-84947019386,2855,5
2-s2.0-84947040242,17794,31
2-s2.0-84947031250,2410,7
2-s2.0-84942323845,2824,5
2-s2.0-84942367796,1607,5
2-s2.0-84942370111,1004,6
2-s2.0-84940888467,2865,14
2-s2.0-84940894094,3216,35
2-s2.0-84940895459,65336,18
2-s2.0-84940890421,4541,31
2-s2.0-84940896608,1485,2
2-s2.0-84940898742,3716,13
2-s2.0-84940896850,4327,22
2-s2.0-84940889066,5805,45
2-s2.0-84938742285,5097,11
2-s2.0-84938747794,4743,29
2-s2.0-84938745816,858,4
2-s2.0-84938739497,1724,4
2-s2.0-84938745684,1578,1
2-s2.0-84930923585,3671,32
2-s2.0-84930928675,4501,27
2-s2.0-84930275708,11749,31
2-s2.0-84930275895,1553,8
2-s2.0-84927972667,1646,14
2-s2.0-84927962593,1838,9
2-s2.0-84927962395,1545,4
2-s2.0-84926152727,5039,48
2-s2.0-84926059897,1178,4
2-s2.0-84926050296,1157,1
2-s2.0-84924439664,1798,5
2-s2.0-84924619963,4873,24
2-s2.0-84924455106,3004,19
2-s2.0-84924557236,3603,13
2-s2.0-84924607026,3870,21
2-s2.0-84924558145,3882,10
2-s2.0-84923069717,2718,4
2-s2.0-84923081952,7013,31
2-s2.0-84923077200,2877,21
2-s2.0-84919608829,6629,32
2-s2.0-84919844010,6291,27
2-s2.0-84919846347,15831,54
2-s2.0-84919845950,1579,5
2-s2.0-84919839515,5388,14
2-s2.0-84919692350,6587,24
2-s2.0-84919690299,2433,5
2-s2.0-84919627969,4022,38
2-s2.0-84919628199,3527,8
2-s2.0-84919494907,1530,4
2-s2.0-84919658334,1033,3
2-s2.0-84928227373,21722,157
2-s2.0-84909946710,3016,12
2-s2.0-84909974335,2810,27
2-s2.0-84909954529,6801,44
2-s2.0-84926117986,13356,68
2-s2.0-84926092761,4381,9
2-s2.0-84926128125,4928,19
2-s2.0-84905580726,3188,4
2-s2.0-84905569763,3212,19
2-s2.0-84905586064,2664,34
2-s2.0-84905595631,2880,5
2-s2.0-84905566048,2340,14
2-s2.0-84905576167,6108,35
2-s2.0-84905586127,1234,3
2-s2.0-84905569221,6295,48
2-s2.0-84940228556,14971,74
2-s2.0-84905585266,6605,23
2-s2.0-84904128914,1606,10
2-s2.0-84904101490,2023,19
2-s2.0-84904114306,8739,15
2-s2.0-84904135825,2025,18
2-s2.0-84904128960,2783,6
2-s2.0-84901592317,2003,8
2-s2.0-84901634501,2486,11
2-s2.0-84901594540,2872,11
2-s2.0-84901607406,3061,8
2-s2.0-84901637953,5350,82
2-s2.0-84901634105,4906,23
2-s2.0-84901590362,3406,3
2-s2.0-84901202263,4885,174
2-s2.0-84901199702,3962,29
2-s2.0-84901234880,4757,9
2-s2.0-84901228590,1993,14
2-s2.0-84901191485,4358,20
2-s2.0-84901194330,1484,2
2-s2.0-84899909070,5986,14
2-s2.0-84899943970,5850,18
2-s2.0-84899910074,5153,31
2-s2.0-84899976988,3058,11
2-s2.0-84897595207,2780,8
2-s2.0-84897588991,2030,11
2-s2.0-84897592692,2875,24
2-s2.0-84897617151,3059,5
2-s2.0-84897631941,3736,36
2-s2.0-84894229725,1881,6
2-s2.0-84894267916,1881,17
2-s2.0-84894236416,1994,14
2-s2.0-84894287118,11454,218
2-s2.0-84894273952,10598,86
2-s2.0-84894283408,2819,38
2-s2.0-84893674420,1505,1
2-s2.0-84893694406,4382,35
2-s2.0-84890559081,3554,13
2-s2.0-84890566191,15856,138
2-s2.0-84890554955,8148,36
2-s2.0-84890550763,1355,2
2-s2.0-84890547052,3561,14
2-s2.0-84890563593,2893,17
2-s2.0-84888437481,6793,60
2-s2.0-84888429319,2488,18
2-s2.0-84888428664,4284,36
2-s2.0-84888431739,2711,6
2-s2.0-84885847936,17503,150
2-s2.0-84885842771,2175,11
2-s2.0-84885852797,4724,24
2-s2.0-84885851353,4942,29
2-s2.0-84885868097,5459,18
2-s2.0-84885834636,2274,1
2-s2.0-84885840311,20902,137
2-s2.0-84885845304,2983,10
2-s2.0-84885842046,23976,282
2-s2.0-85058936048,0,0
2-s2.0-85053809952,0,4
2-s2.0-85053755098,0,3
2-s2.0-85053809980,0,0
2-s2.0-85053785359,0,3
2-s2.0-85056731019,0,4
2-s2.0-85044413043,0,4
2-s2.0-85044404710,0,3
2-s2.0-85044432152,0,2
2-s2.0-85038231384,0,1
2-s2.0-85038237826,0,1
2-s2.0-85038261880,0,1
2-s2.0-84983434690,0,14
2-s2.0-84983465116,0,3
2-s2.0-84949205513,0,1
2-s2.0-84949239440,0,13
2-s2.0-84940021027,0,13
2-s2.0-84940051421,0,12
2-s2.0-84930175700,0,0
2-s2.0-84930167261,0,2
2-s2.0-84930149926,0,1
2-s2.0-84930163830,0,4
2-s2.0-84923855337,0,8
2-s2.0-84905091726,0,17
2-s2.0-84904958439,0,19
2-s2.0-84905004849,0,7
2-s2.0-84897652363,0,0
2-s2.0-84897597426,0,13
2-s2.0-84897619619,0,4
2-s2.0-84889001732,0,0
2-s2.0-84889028147,0,30
2-s2.0-85054571164,0,5
2-s2.0-85053705385,0,1
2-s2.0-85050767833,0,9
2-s2.0-85050749798,0,2
2-s2.0-85031922220,0,5
2-s2.0-85050734156,0,7
2-s2.0-85030631753,0,2
2-s2.0-85050737366,0,2
2-s2.0-85050729790,0,1
2-s2.0-85050779597,0,2
2-s2.0-85050760111,0,1
2-s2.0-85049286494,0,4
2-s2.0-85050759862,0,3
2-s2.0-85012165908,0,18
2-s2.0-85012227953,0,16
2-s2.0-85050730884,0,1
2-s2.0-85051276556,0,15
2-s2.0-85046776621,0,6
2-s2.0-85051276076,0,5
2-s2.0-85052214557,0,1
2-s2.0-85050406360,0,2
2-s2.0-85040461431,0,1
2-s2.0-85040452863,0,3
2-s2.0-85032335214,0,0
2-s2.0-85032372695,0,4
2-s2.0-85032357303,0,2
2-s2.0-85024126033,0,9
2-s2.0-85024097220,0,11
2-s2.0-85018745679,0,16
2-s2.0-85018758130,0,0
2-s2.0-85018726166,0,6
2-s2.0-84979223188,0,3
2-s2.0-84964834997,0,13
2-s2.0-84946092284,0,0
2-s2.0-84940210227,0,18
2-s2.0-84930390920,0,9
2-s2.0-84930389318,0,38
2-s2.0-84922815097,0,0
2-s2.0-84922796088,0,11
2-s2.0-84922830466,0,5
2-s2.0-84911124652,0,0
2-s2.0-84911119148,0,12
2-s2.0-84906344077,0,7
2-s2.0-84893645669,0,1
2-s2.0-85058284842,0,0
2-s2.0-85058339928,0,1
2-s2.0-85058283221,0,1
2-s2.0-85051061233,0,2
2-s2.0-85051078527,0,1
2-s2.0-85051054428,0,2
2-s2.0-85045183880,0,1
2-s2.0-85041318154,0,1
2-s2.0-85041373497,0,1
2-s2.0-85041325498,0,6
2-s2.0-85018780373,0,3
2-s2.0-84965032176,0,2
2-s2.0-84942108304,0,13
2-s2.0-84927125228,0,4
2-s2.0-84938515520,0,4
2-s2.0-85044335436,1171,0
2-s2.0-85039054881,1148,4
2-s2.0-85030778904,1126,4
2-s2.0-85030848379,3951,0
2-s2.0-85021781429,6318,12
2-s2.0-85020899386,34700,27
2-s2.0-85018309689,1163,0
2-s2.0-85017235268,1224,1
2-s2.0-85017399966,3055,2
2-s2.0-85014774536,30862,11
2-s2.0-85012902065,1944,3
2-s2.0-85010001994,2061,4
2-s2.0-85010704977,6137,28
2-s2.0-85001838236,14626,47
2-s2.0-84992386172,3011,5
2-s2.0-85008701906,2171,1
2-s2.0-84992524402,2243,3
2-s2.0-84992515481,2262,3
2-s2.0-84975517165,2095,8
2-s2.0-84960194139,1599,2
2-s2.0-84959423318,5644,24
2-s2.0-84959140197,3381,8
2-s2.0-84959122891,4371,14
2-s2.0-84959107513,2276,5
2-s2.0-84952894334,5355,6
2-s2.0-84960107439,2027,1
2-s2.0-84940720815,2777,1
2-s2.0-84928823830,2118,2
2-s2.0-84928827472,2573,9
2-s2.0-84928824231,44156,55
2-s2.0-84924082879,9059,27
2-s2.0-84924527091,2403,4
2-s2.0-84920579427,4043,14
2-s2.0-84920627226,9204,8
2-s2.0-84906043454,8642,51
2-s2.0-84906065745,5798,7
2-s2.0-84902546205,944,1
2-s2.0-84902551833,2667,2
2-s2.0-84902533035,3552,21
2-s2.0-84902545874,2484,11
2-s2.0-84898806791,3071,3
2-s2.0-84898801539,7744,31
2-s2.0-84898782070,1362,2
2-s2.0-84894264672,1849,1
2-s2.0-84894229392,2238,9
2-s2.0-84890860502,418,0
2-s2.0-84890859876,711,0
2-s2.0-84890855699,2171,3
2-s2.0-84890858082,19205,92
2-s2.0-85055947511,0,0
2-s2.0-85053234365,0,2
2-s2.0-85053242112,0,0
2-s2.0-85043504227,0,1
2-s2.0-85043496977,0,7
2-s2.0-85043522507,0,1
2-s2.0-85040452330,0,1
2-s2.0-85030852670,0,1
2-s2.0-85027867427,0,4
2-s2.0-85020498220,0,2
2-s2.0-85020533160,0,8
2-s2.0-85008881205,0,5
2-s2.0-84992061696,0,2
2-s2.0-84979204248,0,6
2-s2.0-84976592174,0,5
2-s2.0-85010379786,0,11
2-s2.0-84951178363,0,57
2-s2.0-84943565470,0,6
2-s2.0-84937780777,0,1
2-s2.0-84929912413,0,12
2-s2.0-84924767179,0,7
2-s2.0-84924756211,0,5
2-s2.0-84913599785,0,17
2-s2.0-84923341115,0,25
2-s2.0-84899627604,0,20
2-s2.0-84890875182,0,27
2-s2.0-84890878490,0,13
2-s2.0-85045197635,6371,2
2-s2.0-85043352758,1476,5
2-s2.0-85040460324,1337,3
2-s2.0-85040116006,1452,7
2-s2.0-85024408157,2825,3
2-s2.0-85028296578,1950,4
2-s2.0-85020452107,1228,2
2-s2.0-85044113851,1436,3
2-s2.0-85041961047,1770,5
2-s2.0-85039060226,715,0
2-s2.0-85019592472,758,1
2-s2.0-85013106699,1461,2
2-s2.0-85028068635,779,0
2-s2.0-85032293528,699,1
2-s2.0-85016050181,2890,8
2-s2.0-85001967847,1051,3
2-s2.0-85011072105,3813,6
2-s2.0-85011627943,2027,1
2-s2.0-85010966269,1920,4
2-s2.0-85008224809,2654,8
2-s2.0-85006757177,4989,28
2-s2.0-85009160080,4808,6
2-s2.0-85005822644,2492,4
2-s2.0-84994577515,8489,44
2-s2.0-84961115038,2113,5
2-s2.0-84957060925,2541,14
2-s2.0-84973542686,6909,22
2-s2.0-84969540660,2843,2
2-s2.0-84951852295,2801,10
2-s2.0-84961179166,9052,38
2-s2.0-84961111936,1236,2
2-s2.0-84951816216,1195,0
2-s2.0-84933676612,1388,14
2-s2.0-84929278548,336,0
2-s2.0-84929289193,20656,111
2-s2.0-84929283631,1083,7
2-s2.0-84921387440,11817,20
2-s2.0-84922478928,1243,4
2-s2.0-84922445952,18105,128
2-s2.0-84922462188,6125,18
2-s2.0-84905826487,8265,118
2-s2.0-84905852898,3858,38
2-s2.0-84905819580,1715,15
2-s2.0-84892519352,1846,7
2-s2.0-84892520579,1929,17
2-s2.0-84892548183,3157,15
2-s2.0-85041219722,0,1
2-s2.0-85039869646,0,0
2-s2.0-85034805765,0,2
2-s2.0-85033384245,0,3
2-s2.0-85034214200,0,5
2-s2.0-84978933119,0,1
2-s2.0-84978515848,0,0
2-s2.0-84975230145,0,5
2-s2.0-84961202228,0,3
2-s2.0-84978468510,0,16
2-s2.0-84946593326,0,1
2-s2.0-84945219193,0,16
2-s2.0-84961200168,0,19
2-s2.0-84961202629,0,3
2-s2.0-84961199173,0,18
2-s2.0-84949324268,0,3
2-s2.0-84949312771,0,9
2-s2.0-84943201063,0,0
2-s2.0-84938420528,0,5
2-s2.0-84938422646,0,8
2-s2.0-84926251934,0,7
2-s2.0-85027953803,0,14
2-s2.0-84919838543,0,13
2-s2.0-84919834947,0,6
2-s2.0-84903266613,0,7
2-s2.0-84898007987,0,4
2-s2.0-84898001374,0,1
2-s2.0-84896658800,0,40
2-s2.0-84896642669,0,6
2-s2.0-85057608717,0,0
2-s2.0-85057624107,0,1
2-s2.0-85057593514,0,0
2-s2.0-85057621461,0,1
2-s2.0-85057597795,0,0
2-s2.0-85057579213,0,0
2-s2.0-85050337200,0,1
2-s2.0-85050345575,0,0
2-s2.0-85046906776,0,0
2-s2.0-85044245389,0,0
2-s2.0-85044234418,0,0
2-s2.0-85031697444,0,0
2-s2.0-85016311176,0,0
2-s2.0-85016282834,0,0
2-s2.0-85016250021,0,0
2-s2.0-85016335631,0,0
2-s2.0-85016258293,0,0
2-s2.0-85016232276,0,0
2-s2.0-84978647178,0,5
2-s2.0-84978715624,0,3
2-s2.0-84978674749,0,7
2-s2.0-84958600960,0,3
2-s2.0-84933524262,0,1
2-s2.0-84923345121,0,0
2-s2.0-84923366462,0,2
2-s2.0-84923336958,0,11
2-s2.0-84923352015,0,13
2-s2.0-84961290650,0,1
2-s2.0-84961291201,0,1
2-s2.0-84961291136,0,1
2-s2.0-84961288247,0,9
2-s2.0-84894187059,0,0
2-s2.0-84894176445,0,3
2-s2.0-85017206693,0,15
2-s2.0-84996757765,0,9
2-s2.0-84960344100,0,9
2-s2.0-84924330789,0,10
2-s2.0-84919329109,0,21
2-s2.0-84902468609,0,7
2-s2.0-85058315341,0,0
2-s2.0-85053749207,0,1
2-s2.0-85042209268,0,2
2-s2.0-85014727852,0,1
2-s2.0-84995952561,0,0
2-s2.0-84962630962,0,1
2-s2.0-84962702157,0,2
2-s2.0-84957683766,0,4
2-s2.0-84957632137,0,2
2-s2.0-84957663016,0,4
2-s2.0-84957879427,0,1
2-s2.0-84957887096,0,3
2-s2.0-85049880097,0,0
2-s2.0-85049909824,0,0
2-s2.0-85044714036,0,6
2-s2.0-85029422905,0,2
2-s2.0-85009767253,0,1
2-s2.0-85009734006,0,2
2-s2.0-85028000654,0,3
2-s2.0-84940470146,0,2
2-s2.0-84918825774,0,8
2-s2.0-85046820856,0,1
2-s2.0-85046711692,0,2
2-s2.0-85044337987,0,7
2-s2.0-85044338690,0,16
2-s2.0-85029377850,0,21
2-s2.0-85029390745,0,21
2-s2.0-85020751538,0,4
2-s2.0-85016319503,0,33
2-s2.0-85009168857,0,8
2-s2.0-84977071802,0,16
2-s2.0-84977090998,0,0
2-s2.0-84977109977,0,4
2-s2.0-84952845834,0,1
2-s2.0-84952845832,0,131
2-s2.0-84932646140,0,6
2-s2.0-84927135760,0,27
2-s2.0-84914124267,0,5
2-s2.0-84890861621,0,16
2-s2.0-84890870095,0,10
2-s2.0-84890887603,0,21
2-s2.0-85057598283,0,0
2-s2.0-84989845923,0,0
2-s2.0-85049876967,0,0
2-s2.0-85048816630,0,0
2-s2.0-85048377499,0,2
2-s2.0-85048790603,0,2
2-s2.0-85047106306,0,2
2-s2.0-85021064512,0,0
2-s2.0-85041578538,0,5
2-s2.0-85041595758,0,0
2-s2.0-85041588035,0,1
2-s2.0-85029618977,0,0
2-s2.0-85011260294,0,2
2-s2.0-84982118729,0,5
2-s2.0-84954568268,0,4
2-s2.0-85017427058,0,0
2-s2.0-85017454097,0,2
2-s2.0-84959544109,0,10
2-s2.0-84957797467,0,3
2-s2.0-85013665842,0,3
2-s2.0-85009982887,0,0
2-s2.0-84973902131,0,4
2-s2.0-84982156766,0,10
2-s2.0-85007086541,0,3
2-s2.0-84953740572,0,6
2-s2.0-84954483921,0,3
2-s2.0-84948695474,0,1
2-s2.0-84979022110,0,5
2-s2.0-84961054815,0,5
2-s2.0-84961058704,0,1
2-s2.0-84961050083,0,4
2-s2.0-84961053647,0,2
2-s2.0-84954385427,0,0
2-s2.0-84949534518,0,4
2-s2.0-84949532237,0,7
2-s2.0-84943790901,0,6
2-s2.0-84943781990,0,11
2-s2.0-84943820332,0,5
2-s2.0-84943795779,0,1
2-s2.0-84932193573,0,2
2-s2.0-84932194798,0,1
2-s2.0-84932193371,0,7
2-s2.0-84923045307,0,7
2-s2.0-84923057737,0,4
2-s2.0-84921320634,0,6
2-s2.0-84918816475,0,3
2-s2.0-84924426401,0,0
2-s2.0-84924416504,0,1
2-s2.0-84907368251,0,2
2-s2.0-84907363038,0,4
2-s2.0-84907312223,0,2
2-s2.0-84907361464,0,8
2-s2.0-84907331814,0,4
2-s2.0-85057952615,0,1
2-s2.0-85057547627,0,0
2-s2.0-85057549561,0,0
2-s2.0-85051291058,0,3
2-s2.0-85042545099,0,1
2-s2.0-85040736026,0,0
2-s2.0-85046434681,0,1
2-s2.0-85044452651,0,1
2-s2.0-85041497823,0,5
2-s2.0-85016402264,0,1
2-s2.0-85030861876,0,5
2-s2.0-85030329051,0,1
2-s2.0-85033572169,0,1
2-s2.0-85020705220,0,4
2-s2.0-85020293073,0,0
2-s2.0-85018272862,0,1
2-s2.0-85016195934,0,0
2-s2.0-85018755020,0,0
2-s2.0-85018165269,0,0
2-s2.0-85018191389,0,0
2-s2.0-85016232329,0,1
2-s2.0-85029290438,0,0
2-s2.0-84976878529,0,4
2-s2.0-84961771327,0,0
2-s2.0-84961859393,0,2
2-s2.0-84949205387,0,2
2-s2.0-84928116489,0,6
2-s2.0-84928153725,0,7
2-s2.0-84923349951,0,0
2-s2.0-84925943457,0,0
2-s2.0-84901944144,0,3
2-s2.0-85057605280,0,4
2-s2.0-85046724558,0,3
2-s2.0-85046471256,0,1
2-s2.0-85046081808,0,7
2-s2.0-85045267973,0,0
2-s2.0-85044319100,0,1
2-s2.0-85044060162,0,3
2-s2.0-85043453121,0,3
2-s2.0-85042371646,0,3
2-s2.0-85040069648,0,12
2-s2.0-85040032310,0,3
2-s2.0-85040077711,0,7
2-s2.0-85040051941,0,3
2-s2.0-85040029423,0,4
2-s2.0-85040053349,0,4
2-s2.0-85033677247,0,2
2-s2.0-85033690498,0,0
2-s2.0-85033720742,0,18
2-s2.0-85033687979,0,0
2-s2.0-85033696096,0,2
2-s2.0-85032189488,0,3
2-s2.0-85032173432,0,0
2-s2.0-85032217403,0,5
2-s2.0-85028956682,0,7
2-s2.0-85028985547,0,4
2-s2.0-85028963663,0,4
2-s2.0-85028990273,0,6
2-s2.0-85028995555,0,0
2-s2.0-85028965083,0,6
2-s2.0-85028962898,0,13
2-s2.0-85027542099,0,18
2-s2.0-85027590251,0,0
2-s2.0-85019759664,0,2
2-s2.0-85019659954,0,3
2-s2.0-85019759365,0,11
2-s2.0-85016825098,0,6
2-s2.0-85016787344,0,11
2-s2.0-85009799027,0,8
2-s2.0-85009792185,0,1
2-s2.0-84994642872,0,4
2-s2.0-84994577551,0,5
2-s2.0-84989861159,0,5
2-s2.0-84989844509,0,20
2-s2.0-84987700867,0,8
2-s2.0-84987763902,0,9
2-s2.0-84987771085,0,7
2-s2.0-84976448161,0,8
2-s2.0-84976344572,0,0
2-s2.0-84966708321,0,3
2-s2.0-84962632428,0,9
2-s2.0-84962763727,0,3
2-s2.0-84963812262,0,15
2-s2.0-84963788732,0,8
2-s2.0-84955495557,0,19
2-s2.0-84947238220,0,4
2-s2.0-84947215463,0,3
2-s2.0-84944811167,0,22
2-s2.0-84944810651,0,0
2-s2.0-84944755398,0,60
2-s2.0-84944749158,0,0
2-s2.0-84942103151,0,13
2-s2.0-84942162881,0,9
2-s2.0-84942085604,0,14
2-s2.0-84939441993,0,11
2-s2.0-84939423005,0,10
2-s2.0-84939419217,0,12
2-s2.0-84939428623,0,8
2-s2.0-84937011075,0,7
2-s2.0-84936988980,0,11
2-s2.0-84937011076,0,21
2-s2.0-84931048171,0,10
2-s2.0-84929873910,0,10
2-s2.0-84927800807,0,38
2-s2.0-84924653153,0,2
2-s2.0-84927661104,0,4
2-s2.0-84904679800,0,16
2-s2.0-84904686655,0,14
2-s2.0-84904616299,0,13
2-s2.0-85058490362,0,0
2-s2.0-85058139933,0,0
2-s2.0-85019034962,0,3
2-s2.0-85053680040,0,0
2-s2.0-85052072296,0,0
2-s2.0-85051145722,0,2
2-s2.0-85045767397,0,15
2-s2.0-85049122158,0,2
2-s2.0-85046629706,0,4
2-s2.0-84991711240,0,7
2-s2.0-84983772848,0,2
2-s2.0-84984850935,0,1
2-s2.0-84976501349,0,12
2-s2.0-84946102727,0,16
2-s2.0-84930531484,0,1
2-s2.0-84928391342,0,4
2-s2.0-84922371074,0,26
2-s2.0-84910088600,0,4
2-s2.0-84925490266,0,2
2-s2.0-84895624578,0,11
2-s2.0-84896411424,0,1
2-s2.0-84957438153,0,1
2-s2.0-84928898137,0,6
2-s2.0-85055671125,981,0
2-s2.0-85042022568,512,1
2-s2.0-85040770879,2333,1
2-s2.0-85040782799,1577,2
2-s2.0-85012123686,2164,12
2-s2.0-85007583146,1434,5
2-s2.0-84987940340,2458,5
2-s2.0-84993993445,690,2
2-s2.0-84983537870,1933,8
2-s2.0-84964944607,1643,2
2-s2.0-84958601598,1319,9
2-s2.0-84951921165,1503,17
2-s2.0-84951938861,3405,13
2-s2.0-84938744716,783,0
2-s2.0-84938744100,14382,132
2-s2.0-84938740460,1139,8
2-s2.0-84929145276,1225,8
2-s2.0-84905740266,577,2
2-s2.0-84905755771,12882,5
2-s2.0-84899928965,2151,26
2-s2.0-84897606312,1234,11
2-s2.0-85052573640,0,4
2-s2.0-85040089828,0,3
2-s2.0-85038612116,0,4
2-s2.0-85038115641,0,0
2-s2.0-85035799809,0,1
2-s2.0-85050299542,0,3
2-s2.0-85025085728,0,4
2-s2.0-85039857828,0,24
2-s2.0-85033693917,0,12
2-s2.0-85028982481,0,1
2-s2.0-85027998615,0,2
2-s2.0-85027708789,0,4
2-s2.0-85021182452,0,1
2-s2.0-85016120032,0,5
2-s2.0-85022190847,0,8
2-s2.0-85029906515,0,2
2-s2.0-85029759987,0,1
2-s2.0-85016133958,0,5
2-s2.0-85006364889,0,2
2-s2.0-84996536735,0,2
2-s2.0-84997766105,0,7
2-s2.0-85006459150,0,1
2-s2.0-84995513604,0,5
2-s2.0-84976438417,0,7
2-s2.0-84957646603,0,7
2-s2.0-84982085218,0,1
2-s2.0-84982273033,0,10
2-s2.0-84984891541,0,7
2-s2.0-84960359337,0,12
2-s2.0-84969802482,0,10
2-s2.0-85013025314,0,23
2-s2.0-84981289246,0,6
2-s2.0-84978150699,0,0
2-s2.0-84982146156,0,4
2-s2.0-84978173612,0,6
2-s2.0-84954319981,0,8
2-s2.0-84975318476,0,13
2-s2.0-84975274919,0,4
2-s2.0-84963642459,0,6
2-s2.0-84963732655,0,2
2-s2.0-84966709026,0,8
2-s2.0-84963652847,0,16
2-s2.0-84961782650,0,13
2-s2.0-84958763743,0,15
2-s2.0-84960079614,0,3
2-s2.0-85032069913,0,9
2-s2.0-84973092315,0,4
2-s2.0-84957536998,0,7
2-s2.0-84959140611,0,4
2-s2.0-84955176903,0,12
2-s2.0-84948130737,0,2
2-s2.0-84948173893,0,4
2-s2.0-84947771355,0,24
2-s2.0-84947016731,0,14
2-s2.0-84939261619,0,23
2-s2.0-84933672465,0,0
2-s2.0-84933672124,0,12
2-s2.0-84931578643,0,1
2-s2.0-84931576035,0,8
2-s2.0-84931577668,0,15
2-s2.0-84930923655,0,13
2-s2.0-84939990640,0,26
2-s2.0-84939991766,0,7
2-s2.0-84925533907,0,3
2-s2.0-84925538750,0,6
2-s2.0-84938244432,0,1
2-s2.0-84926665283,0,8
2-s2.0-84912528736,0,130
2-s2.0-84901065430,0,12
2-s2.0-84896400500,0,8
2-s2.0-84894627699,0,0
2-s2.0-85051717091,0,0
2-s2.0-85051700896,0,1
2-s2.0-85051720114,0,0
2-s2.0-85046896838,0,0
2-s2.0-85046904410,0,0
2-s2.0-85041829927,0,2
2-s2.0-85034666164,0,1
2-s2.0-85034634257,0,3
2-s2.0-85029511527,0,0
2-s2.0-85012964861,0,0
2-s2.0-85012994936,0,1
2-s2.0-85005952369,0,0
2-s2.0-85005963677,0,0
2-s2.0-85006043579,0,5
2-s2.0-85005939804,0,6
2-s2.0-84988735404,0,3
2-s2.0-84973174775,0,1
2-s2.0-84959280526,0,0
2-s2.0-84939173296,0,15
2-s2.0-84939158717,0,7
2-s2.0-84939162731,0,4
2-s2.0-84929598421,0,18
2-s2.0-84925324690,0,0
2-s2.0-84925307831,0,2
2-s2.0-84925328876,0,4
2-s2.0-84918774104,0,1
2-s2.0-84918788920,0,3
2-s2.0-84957634503,0,6
2-s2.0-84957714839,0,7
2-s2.0-84957656876,0,1
2-s2.0-84942593272,0,8
2-s2.0-84957707483,0,0
2-s2.0-84902958955,0,0
2-s2.0-84887887973,0,17
2-s2.0-84887909857,0,2
2-s2.0-84887983073,0,57
2-s2.0-85059760171,0,2
2-s2.0-85059898685,0,0
2-s2.0-85058157529,0,2
2-s2.0-85056828428,0,1
2-s2.0-85056460600,0,2
2-s2.0-85056137298,0,0
2-s2.0-85055738799,0,0
2-s2.0-85055158626,0,1
2-s2.0-85057209846,0,1
2-s2.0-85054627027,0,3
2-s2.0-85061279666,0,1
2-s2.0-85051081929,0,0
2-s2.0-85051058417,0,2
2-s2.0-85052877385,0,1
2-s2.0-85050599047,0,2
2-s2.0-85050403166,0,3
2-s2.0-85050376907,0,1
